ID,Nome,Descricao,Bairro,Endereco,latitude,longitude
388,Praça Luiz de Lacerda,Area Verde,Iputinga,Avenida Historiador Jordao Emerenciano/ Rua Quipapa/ Rua Veneza,-8.035896445,-34.94310322
389,Praça Alberico Glasner da Rocha,Praça,Caxanga,Rua Alberico Glasner Da Rocha/Rua Prof Barros Lima/ Rua Dirceu Pessoa,-8.023210481,-34.95766712
390,Praça Francisco Apolônio Jorge Sales,Praça,Soledade,Rua Da Soledade/Rua Joao Fernandes Vieira,-8.056381656,-34.89004205
391,Praça da Rua Joaquim de Brito,Praça,Ilha Do Leite,Da Rua Joaquim De Brito/Rua Esperanto/Rua Jornalista Trajano Chacon/ Rua General Joaquim Inacio,-8.063147243,-34.89352903
392,Praça Doutor Pedro Cavalcanti,Praça,Tamarineira,Rua Dr. Jose Maria/Rua Neto De Mendonça/Rua General Abreu E Lima/,-8.03517934,-34.90017692
393,Praça João Pereira Borges,Praça,Derby,Rua Manoel Caetano/ R Dr Osvaldo Lima/ R Guilherme Pinto/ R Clemente Pereira,-8.054339208,-34.90179053
394,Praça da Criança Alexandra Vilma Dias,Praça,Cohab,Rua Doutor Benígno Jordão De Vasconcelos / Rua José Luiz De Oliveira Barros Sobrinho,-8.119642827,-34.95056318
395,Praça Doutor Pádua Walfrido,Praça,Areias,Rua Rio Solimões/Rua Santa Joana D'Arc,-8.097461844,-34.93703052
396,Praça Franco Gomes Coutinho,Praça,Mangueira,Rua Dr Joao Elisio/ Avenida Central,-8.078626485,-34.91971566
397,Praça da Juventude,Praça,Cohab,Rua Palmeirina / Rua Perdizes / Rua Panorama / Rua Sao Bento Do Una,-8.117294235,-34.94616336
398,Praça Vereador Carlos Duarte,Praça,Santo Amaro,Rua Capitão Lima/ Rua Do Veiga,-8.052914011,-34.87953664
399,Praça El Salvador,Praça,Jardim Sao Paulo,Rua Dr Devaldo Borges/Rua Aguanil/Avenida Sao Paulo,-8.080472999,-34.94025329
400,Praça Queira Deus,Praça,Tejipio,Rua Falcão De Lacerda/ Rua Queira Deus,-8.092483772,-34.96183406
401,Praça Quinze de Setembro,Praça,Imbiribeira,Rua Felipe De Oliveira/R Bernardino Da Costa/ R Louis Pasteur/ Rua Pedro Lessa,-8.117062053,-34.91715269
402,Praça Ana Lima Brandão,Praça,Barro,Rua Padre Alberione /R Jose Benedito Moury Fernandes/R Alheiros Maia/R Exp Sebastiao Clementino,-8.09549176,-34.94386536
403,Praça Compositor Antônio Maria,Praça,Santana,Rua Samuel Farias / Rua Nestor Silva / Rua Afonso De Albuquerque Melo,-8.040307848,-34.91378683
404,Parque Jonathan Marques da Cunha,Parque,Cordeiro,Avenida Mauricio De Nassau / Rua Estevao Francisco Da Costa,-8.041767548,-34.92317634
405,Parque Jonathan Marques da Cunha,Parque,Iputinga,Avenida Mauricio De Nassau,-8.03841897,-34.92763868
406,Parque Jonathan Marques da Cunha,Parque,Cordeiro,Avenida Mauricio De Nassau,-8.040234263,-34.92601552
407,Praça Dr Fernando Figueira,Praça,Ilha Do Leite,Rua Marques Amorim / Rua Jose De Alencar/ Rua Estado De Israel,-8.065514974,-34.89326168
408,Parque de Apipucos,Parque,Monteiro,Rua Apipucos,-8.021990604,-34.93320107
409,Praça Maurício de Nassau e Duarte Coelho,Praça,Sao Jose,Cais De Santa Rita,-8.071509944,-34.87621436
410,Parque da Tamarineira,Parque,Tamarineira,Avenida Conselheiro Rosa E Silva / Rua Cônego Barata,-8.032919802,-34.90181629
411,Praça João Francisco Lisboa,Praça,Varzea,Rua  Joao Francisco Lisboa / Rua  Inacio De Barros Barreto,-8.053074889,-34.95955794
412,Praça do Terminal,Praça,Areias,Rua Dr Gil Francisco Da Rocha/Rua Capitão Amaro Cerqueira/ Rua Sargento Afonso Rodrigues,-8.094489339,-34.92404121
413,Praça Izabel de Goes,Praça,Areias,Rua Izabel De Goes/ Rua Antonio Vidal/ Avenida Recife,-8.090526773,-34.92996294
414,Praça Zeppelin,Praça,Jiquia,Rua Lázaro Fontes/ Trv Lázaro Fontes/Avenida Dr. José Rufino,-8.083288224,-34.92522742
415,Praça do Tourão,Praça,Areias,Avenida Tapajós/Rua Ernesto Nazareth,-8.092859902,-34.92536535
416,Praça Infantil John F. Kennedy,Parque,Curado,Rua Itamonte/Rua Andira,-8.081735785,-34.95581679
417,Praça Professor Paulo Silveira do Nascimento,Praça,Afogados,Rua Daniel Antônio Rodrigues,-8.083186297,-34.92185723
418,Praça João Stanislau,Praça,Areias,Rua Rio Solimões/Rua Novo Horizonte/Rua Helio Almeida,-8.097661118,-34.93837157
419,Praça Queira Deus,Praça,Tejipio,Rua Queira Deus,-8.092678047,-34.96173746
420,Praça Dom Helder,Praça,Curado,Rua Quatro De Setembro/Rua Curua/Rua Padre José,-8.081500114,-34.95375576
421,Praça Padre Romano Zuferey,Praça,Jardim Sao Paulo,Rua Maria Do Carmo Catunda/Rua Dr Devaldo Borges,-8.078357109,-34.93973457
422,Praça Maria Madalena Bispo,Praça,Curado,Estrada Do Curado/1Tr Sidrolandia,-8.079585171,-34.9521782
423,Praça Zeppelin,Praça,San Martin,Rua Des Lopes Gama/  Rua Bonifácio De Andrade,-8.07290586,-34.92792277
424,Praça Zumbi dos Palmares,Praca,Macaxeira,Avenida Jose Americo De Almeida,-8.01054197,-34.9308843
425,Praça do Jordão,Praça,Jordao,Rua Jose Martorano / Rua Dr Andrade Lyra / Rua Dr Alvaro Ferraz /Rua Lima Campos,-8.130438342,-34.93801131
426,Parque de Santana,Parque,Santana,Rua Jorge Gomes De Sá / Rua Dr Abel Ventura,-8.042019233,-34.91782559
427,Rua Maria Adelaide Castelo Branco,Praca,Cohab,Rua Maria  Adelaide Castelo Brancorua Joao Cordeiro De Souza,-8.124246154,-34.95112973
428,Praça da Rua José Augusto de Barros,Praca,Jiquia,Rua Dr Rinaldo Victor Fernandes/ Rua Jose Augusto De Barros,-8.086837182,-34.92314045
429,Praça da Rua Pinheiro Machado,Praca,Cohab,Rua Pinheiro Machado/ Rua Professor Pacifico Pereira,-8.134214402,-34.95134622
430,Praça da Rua Professor Avertano Rocha,Praca,Torroes,Rua Professor Avertano Rocha/ Rua Des Capistrano De M E Silva,-8.066851556,-34.93340057
431,PRC   RUA AUGUSTO BAMBERG DE MELO,Praca,Tejipio,Rua Augusto Bamberg De Melo,-8.089731349,-34.94989529
432,Praça da Rua Príncipe da Beira,Praca,Jiquia,Rua Principe Da Beira,-8.090665807,-34.92269581
433,Praça da Rua Tristão da Cunha,Praca,Cohab,Rua Tristao Da Cunha/Rua Visconde De Santo Albino,-8.134950419,-34.95371043
434,Museu do Homem do Nordeste,são cerca de 15 mil peças no acervo retratando a formação do povo nordestino considerado um dos mais importantes museus antropológicos brasileiros. ,Casa Forte,Av. Dezessete de Agosto 2187,-8.030196,-34.925281
435,Museu Murilo La Greca,no Parnamirim os amantes da arte contemporânea conhecerão o acervo de 14 mil desenhos de Murilo La Greca em técnicas diversas. No local também são guardadas 160 pinturas e cartas trocadas pelo artista com Portinari e Giacometti.,Parnamirim,R. Leonardo Bezerra Cavalcante 366,-8.037325,-34.909832
436,Museu da Cidade do Recife,fica dentro do Forte das Cinco Pontas construção holandesa de 1630. No local o visitante pode desfrutar de um extenso acervo de documentos iconográficos sobre o Recife além de 150 mil imagens de antigas residências e peças religiosas.,São José,Praça das cinco pontas,-8.071313,-34.880809
437,Museu Militar,está no Forte do Brum no Bairro do Recife. O forte foi construído no século XVI para segurança e proteção da povoação do Recife além de ter sido cenário de inúmeros acontecimentos históricos. ,Recife,Av. Militar s/n,-8.052803,-34.871412
438,Museu de Arte Moderna Aloísio Magalhães (Mamam),integra o circuito de museus de arte moderna do Brasil e tem seu forte nas exposições temporárias.,Boa Vista,Rua da Aurora 265,-8.061285,-34.881394
439,Museu Franciscano de Arte Sacra,no bairro de Santo Antônio os visitantes podem observar valiosas peças do catolicismo no Recife e desfrutar da beleza da Capela Dourada datada de 1696 um dos melhores exemplos da arte sacra e do estilo barroco brasileiro. , Santo Antônio,R. Imperador Dom Pedro II 57,-8.062427,-34.877231
440,Casa-Museu Magdalena e Gilberto Freyre,no bairro de Apipucos onde o escritor viveu por mais de 40 anos totalmente conservada com objetos móveis e livros exatamente na mesma posição como eram no tempo de Gilberto Freyre. ,Apipucos,Rua Jorge Tasso Neto,-8.020598,-34.938482
441,Oficina Brennand,na Várzea reunindo as obras do artista plástico Francisco Brennand conhecido em várias partes do mundo e considerado um dos expoentes das artes plásticas contemporâneas. O espaço abriga mais de 2 mil esculturas além de painéis murais quadros e desenhos do artista. Outros dois pontos para conferir suas obras é no Parque das Esculturas de Francisco Brennand no molhe do Porto do Recife e o Pátio das Esculturas do Shopping Recife que reúne peças de vários artistas consagrados.,Várzea,Propriedade Santos Cosme e Damião s/n,-8.052569,-34.974795
442,Instituto Ricardo Brennand (IRB),também na Várzea é um castelo medieval que guarda uma fabulosa coleção de armas brancas telas do Brasil Colonial obras de arte de diversas épocas e procedências e a maior coleção privada do pintor holandês Frans Post. Destaque para a escultura de Botero e uma réplica de O pensador de Rodin.,Várzea, Alameda Antônio Brennand s/n,-8.065768,-34.964301
443,Museu do Estado de Pernambuco,Palacete do século XIX no bairro das Graças que possui um acervo de mais de 14 mil obras sobre arqueologia cultura indígena período de ocupação holandesa em Pernambuco arte sacra cultura afro-brasileira entre outras temáticas da história do estado. Recebe também exposições temporárias.,Graças,Av. Rui Barbosa 960,,-34.901995
444,Museu da Abolição,No bairro da Madalena o museu discute temas sobre escravidão e abolição visando preservar a memória do povo negro e influência na formação da cultura brasileira. Possui sala memorial miniauditório e sala para exposições temporárias.,Madalena,R. Benfica 1150,-8.0571555,-34.9090307
445,Instituto Arqueológico Histórico e Geográfico de Pernambuco,Centro de referência para pesquisadores de diversas áreas possui em seu acervo documentos e itens raros que representam a história do estado.,Boa Vista,Rua do Hospício 130,-8.0617337,-34.8843858
446,Museu de Arte Popular,A casa 49 do Pátio de São Pedro abriga o MAP sua coleção retrata os estados do nordeste brasileiro através de obras em madeira gesso e cerâmica (barro).,São José,Pátio de São Pedro 49,-8.0673105,-34.8790074
447,Cais do Sertão,Com experiências sensoriais e arquitetura inovadora o Cais do Sertão apresenta a cultura do homem sertanejo em um ambiente tecnológico e interativo. Objetos do cotidiano discos instrumentos musicais estão presentes em seu acervo. O visitante tem a oportunidade de tocar alguns instrumentos cantar em cabines de karaokê  além de contemplar uma réplica do Rio São Francisco e a arte da xilogravura.,Recife,Av. Alfredo Lisboa S/N,-8.0631633,-34.8711337
448,Casa do Carnaval ,Espaço destinado a pesquisas sobre as manifestações da cultura popular com acervo de livros periódicos teses cartas partituras fotografias notas de jornal entre outros documentos.,São José,Pátio de São Pedro Nº 38,-8.0667877,-34.8790547
449,Observatório Cultural Torre Malakoff,Observatório astronômico do século XIX funciona também como centro cultural abrigando exposições temporárias,Recife,Praça do Arsenal S/N,-8.0631633,-34.8711337
450,Sinagoga Kahal Zur Israel,Primeira singagoga das Américas funciona atualmente o Centro Judaico de Pernambuco. Escavações arqueológicas exposição de itens e documentos proporcionam o contado do visitante com a história do judeus no Recife.,Recife,Rua do Bom Jesus 197,-8.0618594,-34.8713172
451,Paço do Frevo,Espaço cultural no bairro do Recife conta através de seu ambiente toda a história da dança e ritmo Frevo. Dedicado à formação e pesquisa possui escola de dança e música além de um centro de documentação.,Recife,Praça do Arsenal da Marinha S/N,-8.0613183,-34.8716376
452,Memorial Chico Science,Buscando resgatar a obra do artista Chico Science o Memorial localizado no Pátio de São Pedro abriga exposições espaço para pesquisa e alguns eventos como a Semana Chico Science no mês de março que proporciona um momento de reflexão sobre o movimento Manguebeat.,São José,Pátio de São Pedro casa 21,-8.0671216,-34.8788421
453,Memorial Luiz Gonzaga,Com o objetivo preservar e difundir a obra de Luiz Gonzaga o Memorial também localizado no Pátio de São Pedro possui três núcleos operacionais: Núcleo Educativo dedicado à mediação e educação patrimonial Núcleo de Pesquisa proporcionando o acesso a documentos Núcleo de Música o qual trabalha na edição de partituras. Abriga exposição permanente.,São José,Pátio de São Pedro Casa 35,-8.0672249,-34.8789283
454,Museu do Trem,Contando a história do trem em Pernambuco a Estação Central Capiba possui acervo com peças colhidas nas antigas estações de trens do estado além de um pátio expondo duas locomotivas do tipo Maria-fumaça e outra movida a óleo diesel.,São José,R. Floriano Peixoto s/n,-8.0680447,-34.8834433
455,Museu de Artes Afro-Brasil Rolando Toro,Na rua Mariz e Barros do bairro do Recife o espaço cultural abriga obras sob a perspectiva de um museu dinâmico promovendo estéticas entre as diversas linguagens artísticas afro-brasileiras em um só ambiente. Algumas peças do acervo ainda estão sendo catalogadas pelo museu junto à UFPE.,Recife,Rua Mariz e Barros 328,-8.0628495,-34.873079
456,Teatro do Parque,Completado 100 anos em 2015 o teatro se encontra fechado para obras desde 2014 com previsão para voltar a funcionar em Novembro de 2016.,Boa Vista,Rua do Hospício. 81 ,-8.061976,-34.884742
457,Teatro Barreto Júnior,Primeiro teatro da zona sul da cidade local onde funcionava o CineAtlântico recebe espetáculos internacionais e festivais de dança locais.,Pina,Endereço: Rua Estudante Jeremias Bastos. s/n,-8.090579,-34.884095
458,Teatro de Santa Isabel,Primeiro e mais expressivo exemplar de arquitetura neoclássica em Pernambuco idealizado por Francisco do Rego Barros atualmente proporciona visitas guiadas e concertos da Orquestra Sinfônica do Recife além de espetáculos com temáticas variadas.,Santo Antonio,Praça da República - s/n,-8.060693,-34.878138
459,Teatro Apolo,Com fachada em mármore de Lisboa o teatro integra o Centro de Formações e Pesquisas das Artes Cênicas ApoloHermilo. Estilo Neoclássio,Recife,Rua do Apolo 121,-8.061439,-34.872534
460,Teatro Hermilo Borba Filho,A partir da adaptação de dois armazéns que ficavam nos fundos do Teatro Apolo surge o teatro Hermilo Borba Filho com espaço de configuração flexível permitindo ajustes de suas arquibancadas em função do espetáculo. Possui programação com preços populares.,Recife,Cais do Apolo s/n,-8.06183,-34.872795
461,Teatro Luiz Mendonça,Instalado no Parque Dona Lindu bairro de Boa Viagem o teatro é um dos mais recentes da capital pernambucana e possui um sistema reversível possibilitando funcionamento tanto para a área interna quanto para a esplanada em casos de apresentações ao ar livre.,Boa Viagem,Av. Boa Viagem s/n,-8.141965,-34.903683
462,Teatro Boa Vista,Criado em 2010 nas dependências do Colégio Salesiano o Teatro Boa Vista dispõe de 800 lugares para o público e recebe festivais de dança e peças infantis nacionais.,Boa Vista,R. Dom Bôsco 551,-8.0605756,-34.8935803
463,Teatro Arraial,Localizado na Rua da Aurora O Teatro Arraial Ariano Suassuna é um equipamento de pequeno porte com apenas 94 poltronas e dois camarins. Em seu acervo o espaço conta com 150 fonogramas para utilização nos espetáculos e possui programação variada destinada a um público de todas as idades.,Boa Vista,R. da Aurora 457,-8.0599357,-34.8803492
464,Teatro Valdemar Oliveira,No bairro da Soledade o Teatro Valdemar Oliveira é um espaço moderno de médio porte muito utilizado para peças infantis.,Soledade,Praça Osvaldo Cruz 412,-8.055285,-34.8914722
465,Teatro Alfredo de Oliveira,Localizado na Praça Osvaldo Cruz o espaço de artes cênicas possui programação variada visando todos os públicos,Soledade,Praça Osvaldo Cruz 412A,-8.0556155,-34.8918026
466,Teatro Marco Camarotti,Pertencente ao Sesc Santo Amaro o Teatro Marco Camarotti é ativo e possui programação variada contemplando públicos de todas as idades.,Santo Amaro, R. Treze de Maio 455 ,-8.0496014,-34.8818494
467,Teatro Joaquim Cardozo,No Casarão do Centro Cultural Benfica bairro da Madalena o teatro possui apenas 50 lugares com o intuito de oferecer um contato maior entre artista e público.,Madalena,R. Benfica 157,-8.0600654,-34.901732
468,Teatro Rio Mar,Pertencente ao Shopping Rio Mar o teatro possui capacidade para 696 espectadores e conta com equipamentos e sistemas de áudio e iluminação de alta qualidade. É acessível para cadeirantes e pessoas com dificuldade de locomoção.,Pina,Av. República do Líbano 251,-8.0861186,-34.89483
469,Mercado de São José,"Inspirado no mercado público de Grenelle, em Paris, foi inaugurado em 1875. Sua arquitetura em ferro é típica do século XIX. É um dos monumentos pernambucanos, reconhecido e tombado pelo Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) como patrimônio da cultura brasileira. Artesanato em barro, corda e palha fazem do mercado um polo de atração turística. É, também, ponto tradicional do comércio de pescado.",São Jose,,-8.06806,-34.87775
470,Mercado da Boa Vista,"Não se sabe ao certo que data foi inaugurado, mas há registros de que já existia em 1889. Possui 63 boxes, que comercializam cereais, verduras, frutas e legumes, carnes, aves e frios, além de ervas e armarinhos. Mas sua fama vem da comida regional servida nos bares no café da manhã, almoço e jantar.",Boa Vista,,-8.063192,-34.888654
471,Mercado da Madalena,"Construído em 1925, é ponto de encontro de boêmios. Ali, eles vão tomar a saideira e recuperar as energias gastas nas noitadas com um bom cuscuz com bode guizado, sarapatel e outros pratos fortes da cozinha regional.",Madalena,,-8.052439,-34.908554
472,Mercado da Encruzilhada,"É modelo de obra arquitetônica no Brasil da década de 50. Nele é possível encontrar frutas, verduras, cereais, miudezas em geral, artesanato, frios, carnes e aves. Destaque para a carne de sol e para a linguiça de porco caseira, uma das melhores da capital.",Encruzilhada,,-8.036873,-34.892434
473,Mercado de Casa Amarela,"Inaugurado em 1930, as estruturas que sustentam a construção foram trazidas de bonde pela empresa Borrione, dois anos antes. Com oferta de produtos diversificada em seus boxes, os bares e restaurantes populares, na parte externa do mercado, são as principais atrações. ",Casa Amarela,,-8.026599,-34.917882
474,Mercado do Cordeiro ,"Situado no bairro do Cordeiro, foi inaugurado em 1937, e servia como fonte de renda para as famílias da região. Em 2008, um novo mercado foi construído e entregue à população.  No local, é possível comprar frutas, açougues, confecções, flores, raízes, armarinho e artesanato, além do serviço de bares e lanchonetes. Parte dos trilhos que passavam em frente ao antigo mercado foi preservada perto da entrada principal.",Cordeiro,,-8.051698,-34.921372
